school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content,apply_url,message_sms,message_whatsapp,missing_in_campaign,missing_in_same_day_attr,priority_reason,send_owner,send_channel_actual,sent_at,delivery_proof,status
Konya Anadolu İmam Hatip Lisesi,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-konya-anadolu-imam-hatip-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-anadolu-imam-hatip-lisesi&utm_term=karatay,"Merhaba Konya Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-anadolu-imam-hatip-lisesi&utm_term=karatay",Merhaba Konya Anadolu İmam Hatip Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-anadolu-imam-hatip-lisesi&utm_term=karatay
Mahide Koşukçu İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-mahide-kosukcu-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mahide-kosukcu-ilkokulu&utm_term=karatay,"Merhaba Mahide Koşukçu İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mahide-kosukcu-ilkokulu&utm_term=karatay",Merhaba Mahide Koşukçu İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mahide-kosukcu-ilkokulu&utm_term=karatay
Müslüme Ali Yaman İmam Hatip Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-muslume-ali-yaman-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Müslüme Ali Yaman İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay",Merhaba Müslüme Ali Yaman İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay
Orhan Gazi İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-orhan-gazi-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-orhan-gazi-ilkokulu&utm_term=karatay,"Merhaba Orhan Gazi İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-orhan-gazi-ilkokulu&utm_term=karatay",Merhaba Orhan Gazi İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-orhan-gazi-ilkokulu&utm_term=karatay
Saraçoğlu Ahmet Haşhaş İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-saracoglu-ahmet-hashas-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-ahmet-hashas-ilkokulu&utm_term=karatay,"Merhaba Saraçoğlu Ahmet Haşhaş İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-ahmet-hashas-ilkokulu&utm_term=karatay",Merhaba Saraçoğlu Ahmet Haşhaş İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-ahmet-hashas-ilkokulu&utm_term=karatay
Süleyman Şah Anadolu Lisesi,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-suleyman-sah-anadolu-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-suleyman-sah-anadolu-lisesi&utm_term=karatay,"Merhaba Süleyman Şah Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-suleyman-sah-anadolu-lisesi&utm_term=karatay",Merhaba Süleyman Şah Anadolu Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-suleyman-sah-anadolu-lisesi&utm_term=karatay
Şehit Erol Olçok İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-sehit-erol-olcok-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay,"Merhaba Şehit Erol Olçok İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay",Merhaba Şehit Erol Olçok İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay
Uluırmak Hürriyet İmam Hatip Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-uluirmak-hurriyet-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-uluirmak-hurriyet-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Uluırmak Hürriyet İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-uluirmak-hurriyet-imam-hatip-ortaokulu&utm_term=karatay",Merhaba Uluırmak Hürriyet İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-uluirmak-hurriyet-imam-hatip-ortaokulu&utm_term=karatay
Yaşar Doğu Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-yasar-dogu-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yasar-dogu-ortaokulu&utm_term=karatay,"Merhaba Yaşar Doğu Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yasar-dogu-ortaokulu&utm_term=karatay",Merhaba Yaşar Doğu Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yasar-dogu-ortaokulu&utm_term=karatay
Zeliha Seymen İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-zeliha-seymen-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-zeliha-seymen-ilkokulu&utm_term=karatay,"Merhaba Zeliha Seymen İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-zeliha-seymen-ilkokulu&utm_term=karatay",Merhaba Zeliha Seymen İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-zeliha-seymen-ilkokulu&utm_term=karatay
Ahmet Azmi-Makbule Elberk İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-ahmet-azmi-makbule-elberk-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-azmi-makbule-elberk-ilkokulu&utm_term=meram,"Merhaba Ahmet Azmi-Makbule Elberk İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-azmi-makbule-elberk-ilkokulu&utm_term=meram",Merhaba Ahmet Azmi-Makbule Elberk İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-azmi-makbule-elberk-ilkokulu&utm_term=meram
Ali İhsan Dayıoğlugil İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-ali-ihsan-dayioglugil-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-ihsan-dayioglugil-ilkokulu&utm_term=meram,"Merhaba Ali İhsan Dayıoğlugil İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-ihsan-dayioglugil-ilkokulu&utm_term=meram",Merhaba Ali İhsan Dayıoğlugil İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-ihsan-dayioglugil-ilkokulu&utm_term=meram
