school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content,apply_url,message_sms,message_whatsapp,missing_in_campaign,missing_in_same_day_attr,priority_reason,send_owner,send_channel_actual,sent_at,delivery_proof,status
Karatay Ali Ulvi Kurucu Anadolu İmam Hatip Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-ali-ulvi-kurucu-anadolu-imam-hatip-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ali-ulvi-kurucu-anadolu-imam-hatip-lisesi&utm_term=karatay,"Merhaba Karatay Ali Ulvi Kurucu Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ali-ulvi-kurucu-anadolu-imam-hatip-lisesi&utm_term=karatay",Merhaba Karatay Ali Ulvi Kurucu Anadolu İmam Hatip Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ali-ulvi-kurucu-anadolu-imam-hatip-lisesi&utm_term=karatay
Karatay Borsa İstanbul Gazi Mustafa Kemal Turizm Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-borsa-istanbul-gazi-mustafa-kemal-turizm-mesleki-ve-teknik-anadolu-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-borsa-istanbul-gazi-mustafa-kemal-turizm-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay,"Merhaba Karatay Borsa İstanbul Gazi Mustafa Kemal Turizm Mesleki ve Teknik Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-borsa-istanbul-gazi-mustafa-kemal-turizm-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay",Merhaba Karatay Borsa İstanbul Gazi Mustafa Kemal Turizm Mesleki ve Teknik Anadolu Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-borsa-istanbul-gazi-mustafa-kemal-turizm-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay
Karatay İlhan-Nuran Keskin Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-ilhan-nuran-keskin-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ilhan-nuran-keskin-ortaokulu&utm_term=karatay,"Merhaba Karatay İlhan-Nuran Keskin Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ilhan-nuran-keskin-ortaokulu&utm_term=karatay",Merhaba Karatay İlhan-Nuran Keskin Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ilhan-nuran-keskin-ortaokulu&utm_term=karatay
Karatay Ticaret Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-ticaret-mesleki-ve-teknik-anadolu-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ticaret-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay,"Merhaba Karatay Ticaret Mesleki ve Teknik Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ticaret-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay",Merhaba Karatay Ticaret Mesleki ve Teknik Anadolu Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-ticaret-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay
Konya Türk Telekom Sosyal Bilimler Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-konya-turk-telekom-sosyal-bilimler-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay,"Merhaba Konya Türk Telekom Sosyal Bilimler Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay",Merhaba Konya Türk Telekom Sosyal Bilimler Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay
Mehmet-Hanife Yapıcı Anadolu Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-mehmet-hanife-yapici-anadolu-lisesi,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mehmet-hanife-yapici-anadolu-lisesi&utm_term=karatay,"Merhaba Mehmet-Hanife Yapıcı Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mehmet-hanife-yapici-anadolu-lisesi&utm_term=karatay",Merhaba Mehmet-Hanife Yapıcı Anadolu Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mehmet-hanife-yapici-anadolu-lisesi&utm_term=karatay
Mustafa Aydın İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-mustafa-aydin-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mustafa-aydin-ilkokulu&utm_term=karatay,"Merhaba Mustafa Aydın İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mustafa-aydin-ilkokulu&utm_term=karatay",Merhaba Mustafa Aydın İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mustafa-aydin-ilkokulu&utm_term=karatay
Ovakavağı İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-ovakavagi-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-ilkokulu&utm_term=karatay,"Merhaba Ovakavağı İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-ilkokulu&utm_term=karatay",Merhaba Ovakavağı İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-ilkokulu&utm_term=karatay
Saraçoğlu İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-saracoglu-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Saraçoğlu İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay",Merhaba Saraçoğlu İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay
Sultan Alparslan İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-sultan-alparslan-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sultan-alparslan-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Sultan Alparslan İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sultan-alparslan-imam-hatip-ortaokulu&utm_term=karatay",Merhaba Sultan Alparslan İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sultan-alparslan-imam-hatip-ortaokulu&utm_term=karatay
Şehit Sadık Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-sehit-sadik-ortaokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-sadik-ortaokulu&utm_term=karatay,"Merhaba Şehit Sadık Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-sadik-ortaokulu&utm_term=karatay",Merhaba Şehit Sadık Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-sadik-ortaokulu&utm_term=karatay
VALİ KEMAL KATITAŞ İLKOKULU,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-vali-kemal-katitas-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-vali-kemal-katitas-ilkokulu&utm_term=karatay,"Merhaba VALİ KEMAL KATITAŞ İLKOKULU velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-vali-kemal-katitas-ilkokulu&utm_term=karatay",Merhaba VALİ KEMAL KATITAŞ İLKOKULU velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-vali-kemal-katitas-ilkokulu&utm_term=karatay
Yavuz Selim İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-yavuz-selim-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay,"Merhaba Yavuz Selim İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay",Merhaba Yavuz Selim İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay
15 Temmuz Milli Birlik İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-15-temmuz-milli-birlik-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-15-temmuz-milli-birlik-ilkokulu&utm_term=meram,"Merhaba 15 Temmuz Milli Birlik İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-15-temmuz-milli-birlik-ilkokulu&utm_term=meram",Merhaba 15 Temmuz Milli Birlik İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-15-temmuz-milli-birlik-ilkokulu&utm_term=meram
Ahmet Naci Gücüyener İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-ahmet-naci-gucuyener-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-naci-gucuyener-ilkokulu&utm_term=meram,"Merhaba Ahmet Naci Gücüyener İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-naci-gucuyener-ilkokulu&utm_term=meram",Merhaba Ahmet Naci Gücüyener İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ahmet-naci-gucuyener-ilkokulu&utm_term=meram
Ali Taşoluk İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-ali-tasoluk-ilkokulu,https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-tasoluk-ilkokulu&utm_term=meram,"Merhaba Ali Taşoluk İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-tasoluk-ilkokulu&utm_term=meram",Merhaba Ali Taşoluk İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk/giris?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=meram-ali-tasoluk-ilkokulu&utm_term=meram
